domain,registrar,creation_date,expiration_date,status,name_servers
ef.com,"CSC Corporate Domains, Inc.",786949200,1733634000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.domainnetwork.se"", ""ns.domainnetwork.se"", ""ns3.domainnetwork.com""}"
eg.com,Uniregistrar Corp,866692800,1876449600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.uniregistrymarket.link"", ""ns2.uniregistrymarket.link""}"
eh.com,"GMO Internet, Inc. d/b/a Onamae.com",902462400,1596686400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns0.icomt.ne.jp"", ""ns1.icomt.ne.jp""}"
ei.com,"Network Solutions, LLC",760856400,1897016400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns10.worldnic.com"", ""ns9.worldnic.com""}"
ej.com,Uniregistrar Corp,818053200,1859432400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.eftydns.com"", ""ns2.eftydns.com""}"
ek.com,"Network Solutions, LLC",798177600,1618804800,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns26.worldnic.com"", ""ns25.worldnic.com""}"
el.com,"Network Solutions, LLC",806904000,1658894400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns4.secureserver.net"", ""ns3.secureserver.net""}"
em.com,Uniregistrar Corp,913352400,1860037200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.uniregistry-dns.net"", ""ns1.uniregistry-dns.net"", ""ns2.uniregistry-dns.com"", ""ns1.uniregistry-dns.com""}"
en.com,"NameCheap, Inc.",772344000,1592798400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""e2.ns.voyager.net"", ""e0.ns.voyager.net"", ""e1.ns.voyager.net""}"
eo.com,Uniregistrar Corp,865569600,1867036822,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.uniregistrymarket.link"", ""ns2.uniregistrymarket.link""}"
ep.com,"GoDaddy.com, LLC",783144000,1605873599,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns3.savvis.net"", ""ns1.savvis.net"", ""ns2.savvis.net""}"
eq.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",813470400,1742961599,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns17.hichina.com"", ""dns18.hichina.com""}"
er.com,"NameCheap, Inc.",658386000,1699678800,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns1.registrar-servers.com"", ""dns2.registrar-servers.com""}"
es.com,"Network Solutions, LLC",646286400,1624507200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns-363.awsdns-45.com"", ""ns-1137.awsdns-14.org"", ""ns-1742.awsdns-25.co.uk"", ""ns-958.awsdns-55.net""}"
et.com,Uniregistrar Corp,864100800,1590033600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.venture.com"", ""ns1.venture.com""}"
eu.com,Instra Corporation Pty Ltd.,801806400,1793028464,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns4.centralnic.net"", ""ns3.centralnic.net"", ""ns1.centralnic.net"", ""ns2.centralnic.net""}"
ev.com,"GoDaddy.com, LLC",775195200,1753416000,ok https://icann.org/epp#ok,"{""ns34.domaincontrol.com"", ""ns33.domaincontrol.com""}"
ew.com,MarkMonitor Inc.,774072000,1626062400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns-179.awsdns-22.com"", ""ns-1978.awsdns-55.co.uk"", ""ns-641.awsdns-16.net"", ""ns-1235.awsdns-26.org""}"
ex.com,"GoDaddy.com, LLC",804484800,1656475200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""buy.internettraffic.com"", ""sell.internettraffic.com""}"
ey.com,SafeNames Ltd.,766987200,1745380800,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""derusrazdns01.ey.com"", ""sgsinrazdns01.ey.com"", ""ussecrazdns01.ey.com"", ""defrnrazdns01.ey.com""}"
ez.com,"eNom, LLC",767851200,1620014400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.bluehost.com"", ""ns2.bluehost.com""}"
f0.com,"GoDaddy.com, LLC",918450000,1612760400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns14.domaincontrol.com"", ""ns13.domaincontrol.com""}"
f1.com,Nom-iq Ltd. dba COM LAUDE,794466000,1615093200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""dns1.comlaude-dns.com"", ""dns4.comlaude-dns.eu"", ""dns2.comlaude-dns.net"", ""dns3.comlaude-dns.co.uk""}"
f2.com,Mesh Digital Limited,915771600,1610082000,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns.namespace4you.de"", ""ns2.namespace4you.de""}"
f3.com,"GoDaddy.com, LLC",827384400,1616385600,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""lady.ns.cloudflare.com"", ""ed.ns.cloudflare.com""}"
f5.com,"CSC Corporate Domains, Inc.",833515200,1590811200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""pdns150.f5.com"", ""pdns131.f5.com"", ""pdns151.f5.com"", ""pdns130.f5.com""}"
f6.com,"GoDaddy.com, LLC",907819200,1665115200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""rick.ns.cloudflare.com"", ""maria.ns.cloudflare.com""}"
f7.com,"GoDaddy.com, LLC",818398800,1607317200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns2.inmotionhosting.com"", ""ns1.inmotionhosting.com""}"
f8.com,Hogan Lovells International LLP,805003200,1625457600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""c.ns.facebook.com"", ""a.ns.facebook.com"", ""d.ns.facebook.com"", ""b.ns.facebook.com""}"
f9.com,"PSI-USA, Inc. dba Domain Robot",874296000,1600056000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns-80.awsdns-10.com"", ""ns-869.awsdns-44.net"", ""ns-1496.awsdns-59.org"", ""ns-1892.awsdns-44.co.uk""}"
fa.com,"CSC Corporate Domains, Inc.",859525200,1648526400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""sbdns3.cscdns.net"", ""hh-ns01.henkel.de""}"
fb.com,"RegistrarSafe, LLC",643348800,1842667200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""c.ns.facebook.com"", ""a.ns.facebook.com"", ""d.ns.facebook.com"", ""b.ns.facebook.com""}"
fc.com,"GoDaddy.com, LLC",775972800,1732337999,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns55.domaincontrol.com"", ""ns56.domaincontrol.com""}"
fd.com,"CSC Corporate Domains, Inc.",889851600,1615608000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""udns2.cscdns.uk"", ""udns1.cscdns.net""}"
fe.com,"Sea Wasp, LLC",774936000,1595390400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""buy.internettraffic.com"", ""sell.internettraffic.com""}"
ff.com,"NameCheap, Inc.",756363600,1639890000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns-1047.awsdns-02.org"", ""ns-854.awsdns-42.net"", ""ns-439.awsdns-54.com"", ""ns-1668.awsdns-16.co.uk""}"
fg.com,"Name.com, Inc.",817448400,1886213793,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns4qxz.name.com"", ""ns2fkr.name.com"", ""ns3hjx.name.com"", ""ns1bqx.name.com""}"
fh.com,"eName Technology Co., Ltd.",784270800,1604725200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""dns6.iidns.com"", ""dns4.iidns.com"", ""dns3.iidns.com"", ""dns1.iidns.com"", ""dns4.dns.com"", ""dns5.iidns.com"", ""dns3.dns.com"", ""dns2.iidns.com""}"
fi.com,MarkMonitor Inc.,772257600,1655784000,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""pdns79.ultradns.net"", ""pdns79.ultradns.com"", ""pdns79.ultradns.org"", ""pdns79.ultradns.biz""}"
fj.com,"GoDaddy.com, LLC",819608400,1734757200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns-1072.awsdns-06.org"", ""ns-729.awsdns-27.net"", ""ns-1797.awsdns-32.co.uk"", ""ns-41.awsdns-05.com""}"
fk.com,"GoDaddy.com, LLC",806990400,1785211200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns30.domaincontrol.com"", ""ns29.domaincontrol.com""}"
fl.com,Uniregistrar Corp,864100800,1684641600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.parklogic.com"", ""ns1.parklogic.com""}"
fm.com,Uniregistrar Corp,735796800,1587960000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.eftydns.com"", ""ns1.eftydns.com""}"
fn.com,"Shenzhen Internet Works Online Technology Co., Ltd.",811742400,1600660800,ok https://icann.org/epp#ok,"{""f1g1ns1.dnspod.net"", ""f1g1ns1.dnspod.netname"", ""f1g1ns2.dnspod.net""}"
fo.com,"GoDaddy.com, LLC",807681600,1754366400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""v2.dns.com"", ""v1.dns.com""}"
fp.com,"CSC Corporate Domains, Inc.",761806800,1613970000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns1.cscdns.net"", ""dns2.cscdns.net""}"
fq.com,"GoDaddy.com, LLC",831528000,1715227200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns32.domaincontrol.com"", ""ns31.domaincontrol.com""}"
fr.com,"CSC Corporate Domains, Inc.",806558400,1784779200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""pdns1.cscdns.net"", ""pdns2.cscdns.net""}"
fs.com,"eName Technology Co., Ltd.",705816000,1747281600,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns-1867.awsdns-41.co.uk"", ""ns-1042.awsdns-02.org"", ""ns-721.awsdns-26.net"", ""ns-181.awsdns-22.com""}"
ft.com,"CSC Corporate Domains, Inc.",786171600,1638162000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns-52.awsdns-06.com"", ""ns-1447.awsdns-52.org"", ""ns-530.awsdns-02.net"", ""ns-1984.awsdns-56.co.uk""}"
fu.com,"Network Solutions, LLC",770788800,1843704000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""auth50.ns.uu.net"", ""auth03.ns.uu.net""}"
fv.com,"Name.com, Inc.",764053200,1886214133,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns4qxz.name.com"", ""ns2fkr.name.com"", ""ns3hjx.name.com"", ""ns1bqx.name.com""}"
fw.com,Moniker Online Services LLC,865569600,1591329600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.domainwebhosting.com"", ""ns1.domainwebhosting.com""}"
fx.com,MarkMonitor Inc.,580017600,1621483200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns-apac-1.refinitiv.org"", ""ns-emea-1.refinitiv.co.uk"", ""ns-emea-2.refinitiv.co.uk"", ""ns-amers-2.refinitiv.net"", ""ns-amers-1.refinitiv.net"", ""ns-apac-2.refinitiv.org""}"
fy.com,"Register.com, Inc.",785048400,1637038800,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns101.register.com"", ""dns102.register.com""}"
